Symbol,BaseSymbol,SynSymbol,SciName,CommonName,Family
ADOXA,ADOXA,,Adoxa L.,adoxa,Adoxaceae
ADMO,ADMO,,Adoxa moschatellina L.,muskroot,Adoxaceae
AD6xx,,,Adoxa unknown sp.,,Adoxaceae
AECY,AECY,,Aegilops cylindrica Host,jointed goatgrass,Poaceae
AECYR,AECY,AECYR,Aegilops cylindrica Host var. rubiginosa Popova,,Poaceae
AEGIL,AEGIL,,Aegilops L.,goatgrass,Poaceae
AETA3,AECY,AETA3,Aegilops tauschii auct. non Coss.,,Poaceae
AExx,,,Aegilops unknown sp.,,Poaceae
Ã—ELxx,,,Ã—Elyhordeum unknown sp.,,Poaceae
Ã—EL2xx,,,Ã—Elytesion unknown sp.,,Poaceae
AGCA7,AGCA7,,Agalinis calycina Pennell,leoncita false foxglove,Scrophulariaceae
AGALI,AGALI,,Agalinis Raf.,false foxglove,Scrophulariaceae
AGTE3,AGTE3,,Agalinis tenuifolia (Vahl) Raf.,slenderleaf false foxglove,Scrophulariaceae
AGTEP2,AGTEP2,,Agalinis tenuifolia (Vahl) Raf. var. parviflora (Nutt.) Pennell,slenderleaf false foxglove,Scrophulariaceae
AGxx,,,Agalinis unknown sp.,,Scrophulariaceae
AGMA7,EUMA8,AGMA7,Agaloma marginata (Pursh) Á. Löve & D. Löve,,Euphorbiaceae
AG2xx,,,Agaloma unknown sp.,,Euphorbiaceae
AGBR,AGBR,,Agastache breviflora (A. Gray) Epling,TransPecos giant hyssop,Lamiaceae
AGBRH,AGPAH3,AGBRH,Agastache breviflora (A. Gray) Epling var. havardii (A. Gray) Shinners,,Lamiaceae
AGCA,AGCA,,Agastache cana (Hook.) Wooton & Standl.,mosquito plant,Lamiaceae
AGAST,AGAST,,Agastache Clayton ex Gronov.,giant hyssop,Lamiaceae
AGGR10,AGPAG4,AGGR10,Agastache greenei (Briq.) Wooton & Standl.,,Lamiaceae
AGME2,AGME2,,Agastache mearnsii Wooton & Standl.,San Luis Mountain giant hyssop,Lamiaceae
AGMI,AGMI,,Agastache micrantha (A. Gray) Wooton & Standl.,white giant hyssop,Lamiaceae
AGNE6,AGPAN2,AGNE6,Agastache neomexicana (Briq.) Standl.,,Lamiaceae
AGNEH,AGPAH3,AGNEH,"Agastache neomexicana (Briq.) Standl. ssp. havardii (A. Gray) Lint, nom. nud.",,Lamiaceae
AGPA,AGPA,,Agastache pallidiflora (A. Heller) Rydb.,Bill Williams' Mountain giant,Lamiaceae
AGPAH2,AGPAH3,AGPAH2,Agastache pallidiflora (A. Heller) Rydb. ssp. havardii (A. Gray) Lint & Epling,,Lamiaceae
AGPAM2,AGME2,AGPAM2,Agastache pallidiflora (A. Heller) Rydb. ssp. mearnsii (Wooton & Standl.) Lint & Epling,,Lamiaceae
AGPAN,AGPAN,,Agastache pallidiflora (A. Heller) Rydb. ssp. neomexicana (Briq.) Lint & Epling,New Mexican giant hyssop,Lamiaceae
AGPAH3,AGPAH3,,Agastache pallidiflora (A. Heller) Rydb. ssp. neomexicana (Briq.) Lint & Epling var. havardii (A. Gray) R.W. Sanders,Bill Williams Mountain giant hyssop,Lamiaceae
AGPAN2,AGPAN2,,Agastache pallidiflora (A. Heller) Rydb. ssp. neomexicana (Briq.) Lint & Epling var. neomexicana (Briq.) R.W. Sanders,Bill Williams Mountain giant hyssop,Lamiaceae
AGPAP2,AGPAP2,,Agastache pallidiflora (A. Heller) Rydb. ssp. pallidiflora,pallid flower giant hyssop,Lamiaceae
AGPAG3,AGPAG3,,Agastache pallidiflora (A. Heller) Rydb. ssp. pallidiflora var. gilensis R.W. Sanders,Bill Williams Mountain giant hyssop,Lamiaceae
AGPAG4,AGPAG4,,Agastache pallidiflora (A. Heller) Rydb. ssp. pallidiflora var. greenei (Briq.) R.W. Sanders,Bill Williams Mountain giant hyssop,Lamiaceae
AGPAP4,AGPAP4,,Agastache pallidiflora (A. Heller) Rydb. ssp. pallidiflora var. pallidiflora,Bill Williams Mountain giant hyssop,Lamiaceae
AGPAT2,AGPAP4,AGPAT2,Agastache pallidiflora (A. Heller) Rydb. ssp. typica Lint & Epling,,Lamiaceae
AGPR3,AGPR3,,Agastache pringlei (Briq.) Lint & Epling,Pringle's giant hyssop,Lamiaceae
AGPRV,AGPRV,,Agastache pringlei (Briq.) Lint & Epling var. verticillata (Wooton & Standl.) R.W. Sanders,Pringle's giant hyssop,Lamiaceae
AGRU,AGRU,,Agastache rupestris (Greene) Standl.,threadleaf giant hyssop,Lamiaceae
AG3xx,,,Agastache unknown sp.,,Lamiaceae
AGVE3,AGPRV,AGVE3,Agastache verticillata Wooton & Standl.,,Lamiaceae
AGWR,AGWR,,Agastache wrightii (Greenm.) Wooton & Standl.,Sonoran giant hyssop,Lamiaceae
AGGR4,AGGR4,,Agave gracilipes Trel.,slimfoot century plant,Agavaceae
AGHU3,AGPAP5,AGHU3,Agave huachucensis Baker,,Agavaceae
AGAVE,AGAVE,,Agave L.,agave spp.,Agavaceae
AGLE,AGLE,,Agave lechuguilla Torr.,agave (lechuguilla),Agavaceae
AGLOP,AGLE,AGLOP,Agave lophantha Schiede var. poselgeri (Salm-Dyck) A. Berger,,Agavaceae
AGNE4,AGPAN6,AGNE4,Agave neomexicana Wooton & Standl.,,Agavaceae
AGPA3,AGPA3,,Agave palmeri Engelm.,Palmer century plant,Agavaceae
AGPA4,AGPA4,,Agave parryi Engelm.,Parry agave,Agavaceae
AGPAN6,AGPAN6,,Agave parryi Engelm. ssp. neomexicana (Wooton & Standl.) Ullrich,New Mexico agave,Agavaceae
AGPAP5,AGPAP5,,Agave parryi Engelm. ssp. parryi,Parry's agave,Agavaceae
AGPAC,AGPAP5,AGPAC,Agave parryi Engelm. var. couesii (Engelm. ex Trel.) Kearney & Peebles,,Agavaceae
AGPAH,AGPAP5,AGPAH,Agave parryi Engelm. var. huachucensis (Baker) Little ex L.D. Benson,,Agavaceae
AGSC2,AGPAP5,AGSC2,Agave scabra Salm-Dyck,,Agavaceae
AGSC3,AGSC3,,Agave schottii Engelm.,Schott's century plant,Agavaceae
AGSCS2,AGSCS2,,Agave schottii Engelm. var. schottii,Schott's century plant,Agavaceae
AG4xx,,,Agave unknown sp.,,Agavaceae
AGHE5,AGHE5,,Ageratina herbacea (A. Gray) R.M. King & H. Rob.,fragrant snakeroot,Asteraceae
AGRO5,AGRO5,,Ageratina rothrockii (A. Gray) R.M. King & H. Rob.,Rothrock's snakeroot,Asteraceae
AGERA2,AGERA2,,Ageratina Spach,snakeroot,Asteraceae
AG5xx,,,Ageratina unknown sp.,,Asteraceae
AGWR2,AGWR2,,Ageratina wrightii (A. Gray) R.M. King & H. Rob.,Wright's snakeroot,Asteraceae
AGCO2,AGCO2,,Ageratum corymbosum Zuccagni ex Pers.,flattop whiteweed,Asteraceae
AGGU,AGCO2,AGGU,Ageratum guatemalense M.F. Johnson,,Asteraceae
AGERA,AGERA,,Ageratum L.,whiteweed,Asteraceae
AG6xx,,,Ageratum unknown sp.,,Asteraceae
AGAR5,AGGLL,AGAR5,Agoseris arizonica Greene,,Asteraceae
AGAU2,AGAU2,,Agoseris aurantiaca (Hook.) Greene,orange agoseris,Asteraceae
AGAUP2,AGAUP,AGAUP2,Agoseris aurantiaca (Hook.) Greene ssp. purpurea (A. Gray) G.W. Douglas,,Asteraceae
AGAUA,AGAUA,,Agoseris aurantiaca (Hook.) Greene var. aurantiaca,orange agoseris,Asteraceae
AGAUP,AGAUP,,Agoseris aurantiaca (Hook.) Greene var. purpurea (A. Gray) Cronquist,orange agoseris,Asteraceae
AGCU2,NOCU,AGCU2,Agoseris cuspidata (Pursh) Raf.,,Asteraceae
AGGL,AGGL,,Agoseris glauca (Pursh) Raf.,pale agoseris,Asteraceae
AGGLG,AGGLG,,Agoseris glauca (Pursh) Raf. var. glauca,pale agoseris,Asteraceae
AGGLL,AGGLL,,Agoseris glauca (Pursh) Raf. var. laciniata (D.C. Eaton) Smiley,false agoseris,Asteraceae
AGGLP,AGGLL,AGGLP,Agoseris glauca (Pursh) Raf. var. parviflora (Nutt.) Rydb.,,Asteraceae
AGGR7,AGAUA,AGGR7,Agoseris graminifolia Greene,,Asteraceae
AGHE2,AGHE2,,Agoseris heterophylla (Nutt.) Greene,mountain dandelion,Asteraceae
AGHEC2,AGHEH,AGHEC2,Agoseris heterophylla (Nutt.) Greene ssp. californica (Nutt.) Piper,,Asteraceae
AGHEN,AGHEH,AGHEN,Agoseris heterophylla (Nutt.) Greene ssp. normalis Piper,,Asteraceae
AGHEC3,AGHEH,AGHEC3,Agoseris heterophylla (Nutt.) Greene var. cryptopleura Jeps.,,Asteraceae
AGHEH,AGHEH,,Agoseris heterophylla (Nutt.) Greene var. heterophylla,annual agoseris,Asteraceae
AGHEK,AGHEH,AGHEK,Agoseris heterophylla (Nutt.) Greene var. kymapleura Greene,,Asteraceae
AGPA14,AGGLL,AGPA14,Agoseris parviflora (Nutt.) Greene,,Asteraceae
AGOSE,AGOSE,,Agoseris Raf.,agoseris,Asteraceae
AGRO2,AGAUA,AGRO2,Agoseris rostrata Rydb.,,Asteraceae
AGTU3,AGGLG,AGTU3,Agoseris turbinata Rydb.,,Asteraceae
AG7xx,,,Agoseris unknown sp.,,Asteraceae
AGGR2,AGGR2,,Agrimonia gryposepala Wallr.,tall hairy agrimony,Rosaceae
AGRIM,AGRIM,,Agrimonia L.,agrimony,Rosaceae
AGST,AGST,,Agrimonia striata Michx.,roadside agrimony,Rosaceae
AG8xx,,,Agrimonia unknown sp.,,Rosaceae
AGAR,ELAR7,AGAR,Agropyron arizonicum Scribn. & J.G. Sm.,,Poaceae
AGAU5,THIN6,AGAU5,Agropyron aucheri Boiss.,,Poaceae
AGBA2,ELBA3,AGBA2,Agropyron bakeri E.E. Nelson,,Poaceae
AGBR2,ELTRT,AGBR2,Agropyron brevifolium Scribn.,,Poaceae
AGCAM,ELTRT,AGCAM,Agropyron caninum (L.) P. Beauv. ssp. majus (Vasey) C.L. Hitchc.,,Poaceae
AGCAA,ELTRT,AGCAA,Agropyron caninum (L.) P. Beauv. var. andinum (Scribn. & J.G. Sm.) C.L. Hitchc.,,Poaceae
AGCAH,ELTRT,AGCAH,Agropyron caninum (L.) P. Beauv. var. hornemannii (W.D.J. Koch) Pease & A.H. Moore,,Poaceae
AGCAM2,ELTRT,AGCAM2,Agropyron caninum (L.) P. Beauv. var. mitchellii S.L. Welsh,,Poaceae
AGCAU,ELTRS,AGCAU,Agropyron caninum (L.) P. Beauv. var. unilaterale (Cassidy) C.L. Hitchc.,,Poaceae
AGCI3,THIN6,AGCI3,Agropyron ciliatiflorum Roshev.,,Poaceae
AGCR3,AGCRP8,AGCR3,Agropyron cristatiforme Sarkar,,Poaceae
AGCR,AGCR,,Agropyron cristatum (L.) Gaertn.,crested wheatgrass,Poaceae
AGCRC,AGCRC,,Agropyron cristatum (L.) Gaertn. ssp. cristatum,crested wheatgrass,Poaceae
AGCRD,AGDE2,AGCRD,Agropyron cristatum (L.) Gaertn. ssp. desertorum (Fisch. ex Link) Á. Löve,,Poaceae
AGCRF,AGFR,AGCRF,Agropyron cristatum (L.) Gaertn. ssp. fragile (Roth) Á. Löve,,Poaceae
AGCRP8,AGCRP8,,Agropyron cristatum (L.) Gaertn. ssp. pectinatum (M. Bieb.) Tzvelev,crested wheatgrass,Poaceae
AGCRD2,AGDE2,AGCRD2,Agropyron cristatum (L.) Gaertn. var. desertorum (Fisch. ex Link) Dorn,,Poaceae
AGCRF2,AGFR,AGCRF2,Agropyron cristatum (L.) Gaertn. var. fragile (Roth) Dorn,,Poaceae
AGDA,ELLAL,AGDA,Agropyron dasystachyum (Hook.) Scribn. & J.G. Sm.,,Poaceae
AGDAR3,ELLAL,AGDAR3,Agropyron dasystachyum (Hook.) Scribn. & J.G. Sm. var. riparium (Scribn. & J.G. Sm.) Bowden,,Poaceae
AGDAR,ELLAL,AGDAR,"Agropyron dasystachyum (Hook.) Scribn. & J.G. Sm. var. riparum (Scribn. & J.G. Sm.) Bowden, orth. var.",,Poaceae
AGDE2,AGDE2,,Agropyron desertorum (Fisch. ex Link) Schult.,desert wheatgrass,Poaceae
AGEL2,ELLAL,AGEL2,Agropyron elmeri Scribn.,,Poaceae
AGEL3,THPO7,AGEL3,Agropyron elongatum (Host) P. Beauv.,,Poaceae
AGFR,AGFR,,Agropyron fragile (Roth) P. Candargy,Siberian wheatgrass,Poaceae
AGFRM,AGFR,AGFRM,Agropyron fragile (Roth) P. Candargy ssp. mongolicum (Keng) D.R. Dewey,,Poaceae
AGFRS,AGFR,AGFRS,Agropyron fragile (Roth) P. Candargy ssp. sibiricum (Willd.) Melderis,,Poaceae
AGFRS2,AGFR,AGFRS2,Agropyron fragile (Roth) P. Candargy var. sibiricum (Willd.) Tzvelev,,Poaceae
AGROP2,AGROP2,,Agropyron Gaertn.,wheatgrass,Poaceae
AGGE3,THIN6,AGGE3,Agropyron gentryi Melderis,,Poaceae
AGGL4,THIN6,AGGL4,Agropyron glaucum (Desf. ex DC.) Roem. & Schult.,,Poaceae
AGIN5,PSSPI,AGIN5,Agropyron inerme (Scribn. & J.G. Sm.) Rydb.,,Poaceae
AGIN2,THIN6,AGIN2,Agropyron intermedium (Host) P. Beauv.,,Poaceae
AGINT,THIN6,AGINT,Agropyron intermedium (Host) P. Beauv. var. trichophorum (Link) Halac.,,Poaceae
AGLA5,ELTRS,AGLA5,Agropyron laeve (Scribn. & J.G. Sm.) Hitchc.,,Poaceae
AGLA4,ELLAL,AGLA4,Agropyron lanceolatum Scribn. & J.G. Sm.,,Poaceae
AGLA3,ELALL,AGLA3,Agropyron latiglume (Scribn. & J.G. Sm.) Rydb.,,Poaceae
AGMO4,PASM,AGMO4,Agropyron molle (Scribn. & J.G. Sm.) Rydb.,,Poaceae
AGMO6,AGFR,AGMO6,Agropyron mongolicum Keng,,Poaceae
AGPAL,ELTRS,AGPAL,Agropyron parishii Scribn. & J.G. Sm. var. laeve Scribn. & J.G. Sm.,,Poaceae
AGPA15,ELTRT,AGPA15,Agropyron pauciflorum (Schwein.) Hitchc. ex Silveus,,Poaceae
AGPAL2,ELTRS,AGPAL2,Agropyron pauciflorum (Schwein.) Hitchc. ex Silveus ssp. laeve (Scribn. & J.G. Sm.) Gould,,Poaceae
AGPAM,ELTRT,AGPAM,Agropyron pauciflorum (Schwein.) Hitchc. ex Silveus ssp. majus (Vasey) Melderis,,Poaceae
AGPAN4,ELTRT,AGPAN4,Agropyron pauciflorum (Schwein.) Hitchc. ex Silveus ssp. novae-angliae (Scribn.) Melderis,,Poaceae
AGPAT,ELTRT,AGPAT,Agropyron pauciflorum (Schwein.) Hitchc. ex Silveus ssp. teslinense (A.E. Porsild & Senn) Melderis,,Poaceae
AGPAG5,ELTRS,AGPAG5,Agropyron pauciflorum (Schwein.) Hitchc. ex Silveus var. glaucum (Pease & A.H. Moore) Taylor,,Poaceae
AGPAN5,ELTRT,AGPAN5,Agropyron pauciflorum (Schwein.) Hitchc. ex Silveus var. novae-angliae (Scribn.) Roy L. Taylor & MacBryde,,Poaceae
AGPE6,AGCRP8,AGPE6,Agropyron pectinatum (M. Bieb.) P. Beauv.,,Poaceae
AGPE5,AGCRP8,AGPE5,Agropyron pectiniforme Roem. & Schult.,,Poaceae
AGPO3,THIN6,AGPO3,Agropyron podperae Nabelek,,Poaceae
AGPR2,ERTR13,AGPR2,Agropyron prostratum (L. f.) P. Beauv.,,Poaceae
AGPS,ELPS,AGPS,Agropyron pseudorepens Scribn. & J.G. Sm.,,Poaceae
AGPSM,ELPS,AGPSM,Agropyron pseudorepens Scribn. & J.G. Sm. var. magnum Scribn. & J.G. Sm.,,Poaceae
AGPSS,ELPS,AGPSS,Agropyron pseudorepens Scribn. & J.G. Sm. var. sennii B. Boivin,,Poaceae
AGPU9,THIN6,AGPU9,Agropyron pulcherrimum Grossh.,,Poaceae
AGRE2,ELRE4,AGRE2,Agropyron repens (L.) P. Beauv.,,Poaceae
AGRES,ELRE4,AGRES,Agropyron repens (L.) P. Beauv. var. subulatum (Schreb.) Roem. & Schult.,,Poaceae
AGRI5,ELLAL,AGRI5,Agropyron riparium Scribn. & J.G. Sm.,,Poaceae
AGRI3,ELLAL,AGRI3,"Agropyron riparum Scribn. & J.G. Sm., orth. var.",,Poaceae
AGSA6,ELSA4,AGSA6,Agropyron saundersii (Vasey) Hitchc.,,Poaceae
AGSA2,PSSA2,AGSA2,Agropyron saxicola (Scribn. & J.G. Sm.) Piper,,Poaceae
AGSC4,ELSC4,AGSC4,Agropyron scribneri Vasey,,Poaceae
AGSI,AGFR,AGSI,Agropyron sibiricum (Willd.) P. Beauv.,,Poaceae
AGSM,PASM,AGSM,Agropyron smithii Rydb.,,Poaceae
AGSMM,PASM,AGSMM,Agropyron smithii Rydb. var. molle (Scribn. & J.G. Sm.) M.E. Jones,,Poaceae
AGSMP,PASM,AGSMP,Agropyron smithii Rydb. var. palmeri (Scribn. & J.G. Sm.) A. Heller,,Poaceae
AGSP,PSSPS,AGSP,Agropyron spicatum Pursh,,Poaceae
AGSPA,ELAR7,AGSPA,Agropyron spicatum Pursh var. arizonicum (Scribn. & J.G. Sm.) M.E. Jones,,Poaceae
AGSPI,PSSPI,AGSPI,Agropyron spicatum Pursh var. inerme (Scribn. & J.G. Sm.) A. Heller,,Poaceae
AGSPP,PSSPS,AGSPP,Agropyron spicatum Pursh var. pubescens Elmer,,Poaceae
AGSU,ELTRS,AGSU,Agropyron subsecundum (Link) Hitchc.,,Poaceae
AGSUA,ELTRT,AGSUA,Agropyron subsecundum (Link) Hitchc. var. andinum (Scribn. & J.G. Sm.) Hitchc.,,Poaceae
AGTE4,ELTRT,AGTE4,Agropyron tenerum Vasey,,Poaceae
AGTE6,ELTRT,AGTE6,Agropyron teslinense A.E. Porsild & Senn,,Poaceae
AGTR,ELTRT,AGTR,Agropyron trachycaulum (Link) Malte ex H.F. Lewis,,Poaceae
AGTRB,ELBA3,AGTRB,Agropyron trachycaulum (Link) Malte ex H.F. Lewis var. bakeri (E.E. Nelson) B. Boivin,,Poaceae
AGTRC,ELTRS,AGTRC,Agropyron trachycaulum (Link) Malte ex H.F. Lewis var. ciliatum (Scribn. & J.G. Sm.) Gleason,,Poaceae
AGTRG,ELTRS,AGTRG,Agropyron trachycaulum (Link) Malte ex H.F. Lewis var. glaucum (Pease & A.H. Moore) Malte,,Poaceae
AGTRL,ELALL,AGTRL,Agropyron trachycaulum (Link) Malte ex H.F. Lewis var. latiglume (Scribn. & J.G. Sm.) Beetle,,Poaceae
AGTRM,ELTRT,AGTRM,Agropyron trachycaulum (Link) Malte ex H.F. Lewis var. majus (Vasey) Fernald,,Poaceae
AGTRN,ELTRT,AGTRN,Agropyron trachycaulum (Link) Malte ex H.F. Lewis var. novae-angliae (Scribn.) Fernald,,Poaceae
AGTRU,ELTRS,AGTRU,Agropyron trachycaulum (Link) Malte ex H.F. Lewis var. unilaterale (Cassidy) Malte,,Poaceae
AGTR6,THIN6,AGTR6,Agropyron trichophorum (Link) K. Richt.,,Poaceae
AGTR5,ERTR13,AGTR5,Agropyron triticeum Gaertn.,,Poaceae
AG9xx,,,Agropyron unknown sp.,,Poaceae
AGVA5,ELPS,AGVA5,Agropyron vaillantianum (Wulfen & Schreb.) Trautv. ex Besser,,Poaceae
AGVA80,THPO7,AGVA80,Agropyron varnense (Velen.) Hayek,,Poaceae
AGVA2,PSSPS,AGVA2,Agropyron vaseyi Scribn. & J.G. Sm.,,Poaceae
AGVI3,ELALL,AGVI3,Agropyron violaceum (Hornem.) Lange,,Poaceae
AGVIA3,ELTRT,AGVIA3,Agropyron violaceum (Hornem.) Lange ssp. andinum (Scribn. & J.G. Sm.) Melderis,,Poaceae
AGVIA,ELALL,AGVIA,Agropyron violaceum (Hornem.) Lange var. alboviride (Hultén) Melderis,,Poaceae
AGVIA2,ELTRT,AGVIA2,Agropyron violaceum (Hornem.) Lange var. andinum Scribn. & J.G. Sm.,,Poaceae
AGGI,AGGI,,Agrostemma githago L.,common corncockle,Caryophyllaceae
AGROS,AGROS,,Agrostemma L.,corncockle,Caryophyllaceae
AG10xx,,,Agrostemma unknown sp.,,Caryophyllaceae
AGAE2,AGEX,AGAE2,Agrostis aenea Trin.,,Poaceae
AGAI,SPAI,AGAI,Agrostis airoides Torr.,,Poaceae
AGAL2,AGEX,AGAL2,Agrostis alaskana Hultén,,Poaceae
AGAL3,AGGI2,AGAL3,Agrostis alba auct. non L.,,Poaceae
AGALP,AGST2,AGALP,Agrostis alba L. var. palustris (Huds.) Pers.,,Poaceae
AGALS,AGST2,AGALS,Agrostis alba L. var. stolonifera (L.) Sm.,,Poaceae
AGAM2,AGEX,AGAM2,Agrostis ampla Hitchc.,,Poaceae
AGAS4,AGEX,AGAS4,Agrostis asperifolia Trin.,,Poaceae
AGBOR,AGID,AGBOR,Agrostis borealis Hartm. var. recta (Hartm.) B. Boivin,,Poaceae
AGCL4,AGID,AGCL4,Agrostis clavata auct. non Trin.,,Poaceae
AGCR2,SPCR,AGCR2,Agrostis cryptandra Torr.,,Poaceae
AGEL4,AGEL4,,Agrostis elliottiana Schult.,Elliott's bentgrass,Poaceae
AGEX,AGEX,,Agrostis exarata Trin.,spike bentgrass,Poaceae
AGEXM3,AGEX,AGEXM3,Agrostis exarata Trin. ssp. minor (Hook.) C.L. Hitchc.,,Poaceae
AGEXM,AGEX,AGEXM,Agrostis exarata Trin. var. minor Hook.,,Poaceae
AGEXM2,AGEX,AGEXM2,Agrostis exarata Trin. var. monolepis (Torr.) Hitchc.,,Poaceae
AGEXP2,AGEX,AGEXP2,Agrostis exarata Trin. var. pacifica Vasey,,Poaceae
AGEXP,AGEX,AGEXP,Agrostis exarata Trin. var. purpurascens Hultén,,Poaceae
AGEX2,AGEL4,AGEX2,Agrostis exigua Thurb.,,Poaceae
AGFI3,AGID,AGFI3,Agrostis filicumis M.E. Jones,,Poaceae
AGGE2,AGSC5,AGGE2,Agrostis geminata Trin.,,Poaceae
AGGI2,AGGI2,,Agrostis gigantea Roth,redtop,Poaceae
AGGID,AGGI2,AGGID,Agrostis gigantea Roth var. dispar (Michx.) Philipson,,Poaceae
AGHU,AGHU,,Agrostis humilis Vasey,alpine bentgrass,Poaceae
AGHYG,AGSC5,AGHYG,"Agrostis hyemalis (Walter) Britton, Sterns & Poggenb. var. geminata (Trin.) Hitchc.",,Poaceae
AGHYS,AGSC5,AGHYS,"Agrostis hyemalis (Walter) Britton, Sterns & Poggenb. var. scabra (Willd.) Blomquist",,Poaceae
AGHYT,AGSC5,AGHYT,"Agrostis hyemalis (Walter) Britton, Sterns & Poggenb. var. tenuis (Tuck.) Gleason",,Poaceae
AGID,AGID,,Agrostis idahoensis Nash,Idaho bentgrass,Poaceae
AGIN4,APIN,AGIN4,Agrostis interrupta L.,,Poaceae
AGROS2,AGROS2,,Agrostis L.,bentgrass,Poaceae
AGLO2,AGEX,AGLO2,Agrostis longiligula Hitchc.,,Poaceae
AGLOA,AGEX,AGLOA,Agrostis longiligula Hitchc. var. australis J.T. Howell,,Poaceae
AGMA10,AGST2,AGMA10,Agrostis maritima Lam.,,Poaceae
AGMA9,ZOMAM,AGMA9,Agrostis matrella L.,,Poaceae
AGME,AGEX,AGME,Agrostis melaleuca (Trin.) Hitchc.,,Poaceae
AGME4,MUME2,AGME4,Agrostis mexicana L.,,Poaceae
AGMIM,AGEX,AGMIM,Agrostis microphylla Steud. var. major Vasey,,Poaceae
AGNI,AGGI2,AGNI,Agrostis nigra With.,,Poaceae
AGPA17,AGST2,AGPA17,Agrostis palustris Huds.,,Poaceae
AGPY,SPPY2,AGPY,Agrostis pyramidata Lam.,,Poaceae
AGRA,MURA,AGRA,Agrostis racemosa Michx.,,Poaceae
AGRO7,AGVA,AGRO7,Agrostis rossiae auct. non Vasey,,Poaceae
AGSC5,AGSC5,,Agrostis scabra Willd.,rough bentgrass,Poaceae
AGSCS4,AGSC5,AGSCS4,Agrostis scabra Willd. ssp. septentrionalis (Fernald) Á. Löve & D. Löve,,Poaceae
AGSCG,AGSC5,AGSCG,Agrostis scabra Willd. var. geminata (Trin.) Swallen,,Poaceae
AGSCS,AGSC5,AGSCS,Agrostis scabra Willd. var. septentrionalis Fernald,,Poaceae
AGSE2,POVI9,AGSE2,Agrostis semiverticillata (Forssk.) C. Chr.,,Poaceae
AGST2,AGST2,,Agrostis stolonifera L.,creeping bentgrass,Poaceae
AGSTG,AGGI2,AGSTG,Agrostis stolonifera L. ssp. gigantea (Roth) Schübl. & G. Martens,,Poaceae
AGSTC,AGST2,AGSTC,Agrostis stolonifera L. var. compacta Hartm.,,Poaceae
AGSTM,AGGI2,AGSTM,Agrostis stolonifera L. var. major (Gaudin) Farw.,,Poaceae
AGSTP,AGST2,AGSTP,Agrostis stolonifera L. var. palustris (Huds.) Farw.,,Poaceae
AGTH2,AGHU,AGTH2,Agrostis thurberiana Hitchc.,,Poaceae
AG11xx,,,Agrostis unknown sp.,,Poaceae
AGVA,AGVA,,Agrostis variabilis Rydb.,mountain bentgrass,Poaceae
AGVE2,POVI9,AGVE2,Agrostis verticillata Vill.,,Poaceae
AGVI11,POVI9,AGVI11,Agrostis viridis Gouan,,Poaceae
AIAL,AIAL,,Ailanthus altissima (Mill.) Swingle,tree of heaven,Simaroubaceae
AILAN,AILAN,,Ailanthus Desf.,ailanthus,Simaroubaceae
AIGL,AIAL,AIGL,Ailanthus glandulosa Desf.,,Simaroubaceae
AIxx,,,Ailanthus unknown sp.,,Simaroubaceae
AIAQ,CAAQA6,AIAQ,Aira aquatica L.,,Poaceae
AICA6,DECE,AICA6,Aira caespitosa L.,,Poaceae
AICA3,AIEL4,AICA3,"Aira capillaris Host, non Savi",,Poaceae
AICAC,AIEL4,AICAC,Aira caryophyllea L. var. capillaris (Host) Mutel,,Poaceae
AICE,DECE,AICE,"Aira cespitosa L., orth. var.",,Poaceae
AIDA,DEDA,AIDA,Aira danthonioides Trin.,,Poaceae
AIEL4,AIEL4,,Aira elegans Willd. ex Kunth,annual silver hairgrass,Poaceae
AIELA,AIEL4,AIELA,Aira elegans Willd. ex Kunth ssp. ambigua (Arcang.) Holub,,Poaceae
AIEL2,AIEL4,AIEL2,Aira elegantissima Schur,,Poaceae
AIEL3,DEEL,AIEL3,Aira elongata Hook.,,Poaceae
AIRA,AIRA,,Aira L.,hairgrass,Poaceae
AIOB,SPOB,AIOB,Aira obtusata Michx.,,Poaceae
AISP,TRSP2,AISP,Aira spicata L.,,Poaceae
AI2xx,,,Aira unknown sp.,,Poaceae
ALBIZ,ALBIZ,,Albizia Durazz.,albizia,Fabaceae
ALJU,ALJU,,Albizia julibrissin Durazz.,silktree,Fabaceae
ALxx,,,Albizia unknown sp.,,Fabaceae
ALFI9,ALRO3,ALFI9,Alcea ficifolia L.,,Malvaceae
ALCEA,ALCEA,,Alcea L.,hollyhock,Malvaceae
ALRO3,ALRO3,,Alcea rosea L.,hollyhock,Malvaceae
AL2xx,,,Alcea unknown sp.,,Malvaceae
ALCHE,ALCHE,,Alchemilla L.,lady's mantle,Rosaceae
ALMO4,ALMO4,,Alchemilla monticola Opiz,hairy lady's mantle,Rosaceae
ALPR5,ALMO4,ALPR5,Alchemilla pratensis auct. non F.W. Schmidt,,Rosaceae
AL3xx,,,Alchemilla unknown sp.,,Rosaceae
ALVU2,ALMO4,ALVU2,Alchemilla vulgaris auct. non L.,,Rosaceae
ALVUP,ALMO4,ALVUP,Alchemilla vulgaris L. var. pastoralis (Buser) B. Boivin,,Rosaceae
ALXA,ALMO4,ALXA,Alchemilla xanthochlora auct. non Rothm.,,Rosaceae
ALAC2,ALAC2,,Aletes acaulis (Torr.) J.M. Coult. & Rose,stemless Indian parsley,Apiaceae
